title,title-en,category,region,position,website,address,desc-fr,desc-en,wiki-fr,wiki-en,popularity,credit-desc-fr,credit-desc-en
Musée du Louvre-Lens,Louvre-Lens,museum,nord,"[50.4312939,2.80479409999998]",www.louvrelens.fr,"99 Rue Paul Bert, 62300 Lens","Le Louvre-Lens est un établissement public de coopération culturelle à caractère administratif fondé par le conseil régional du Nord-Pas-de-Calais, le département du Pas-de-Calais, la communauté d’agglomération de Lens-Liévin, la ville de Lens et le musée du Louvre. Ce « deuxième Louvre » est situé à Lens dans le Pas-de-Calais, sa directrice est Marie Lavandier ; il s'agit d'un établissement autonome, lié au musée du Louvre parisien par une convention scientifique et culturelle.
Le musée est construit sur le site de l'ancienne fosse no 9 des mines de Lens. Le nouveau bâtiment, sous maîtrise d'ouvrage du conseil régional du Nord-Pas-de-Calais, accueille des expositions semi-permanentes représentatives de l'ensemble des collections du musée du Louvre, renouvelées régulièrement. Il accueille également des expositions temporaires de niveau national ou international. Le musée est desservi par des navettes TADAO le relient au pôle gares toutes les 30 minutes.
L'inauguration, le 4 décembre 2012, jour de la Sainte-Barbe, a donné lieu, de 18 h à minuit, à une opération « portes ouvertes » gratuite. L'ouverture officielle au public a eu lieu le 12 décembre 2012. Le musée est un des symboles de la reconversion du bassin minier du Nord-Pas-de-Calais, il est situé entre des sites inscrits depuis le 30 juin 2012 sur la liste établie par le comité du patrimoine mondial de l'Organisation des Nations unies pour l'éducation, la science et la culture (UNESCO). Le millionième visiteur est accueilli le 29 janvier 2014.","The Louvre-Lens is an art museum located in Lens, Pas-de-Calais, Northern France, approximately 200 kilometers north of Paris. It displays objects from the collections of the Musée du Louvre that are lent to the gallery on a medium- or long-term basis. The Louvre-Lens annex is part of an effort to provide access to French cultural institutions for people who live outside of Paris. Though the museum maintains close institutional links with the Louvre, it is primarily funded by the Nord-Pas-de-Calais region.",412256,13652010,1,Wikipédia : Louvre-Lens,Wikipédia : Louvre-Lens
Cirque de Gavarnie,Cirque de Gavarnie,nature,midi,"[42.6970942,-0.007732199999964]",,65120 Gavarnie,"Le cirque de Gavarnie est un cirque naturel de type glaciaire situé dans le massif montagneux des Pyrénées, sur le territoire de la commune française de Gavarnie, dans le département des Hautes-Pyrénées, en région Occitanie.
Il fait partie du parc national des Pyrénées et a été inscrit en 1997 au patrimoine mondial de l'UNESCO dans l'ensemble Pyrénées-Mont Perdu.","The Cirque de Gavarnie is a cirque in the central Pyrenees, in Southwestern France, close to the border of Spain. It is within the commune of Gavarnie, the department of Hautes-Pyrénées, and the Pyrénées National Park. Major features of the cirque are La Brèche de Roland (English: Roland's Pass) and the Gavarnie Falls. It was described by Victor Hugo as ""the Colosseum of nature"" due to its enormous size and horseshoe shape resembling an ancient amphitheatre.The cirque is 800 m wide (on the deepest point) and about 3,000 m wide at the top. The rock walls that surround it are up to 1,500 metres (4,900 ft) above the floor of the Cirque.During the warmer seasons of spring, summer and fall, there are a number of large meltwater falls that spill into the cirque. The largest of these is Gavarnie Falls, the second-highest waterfall in Europe. It descends some 422 metres (1,385 ft) over a series of steps before reaching the floor of the cirque.There are also several passes and clefts between the peaks that form the rim of the Cirque. The largest is La Brèche de Roland, at 2,800 metres (9,200 ft) above sea level. According to legend, its sheer walls were cut into the mountain by the sword of the hero Roland, nephew to Charlemagne.
The cirque, and many others like it in the Pyrenees, was formed by the process of glacial erosion. The Cirque de Gavarnie's uniquely immense size was likely caused by repeated cycles of glacial scraping over millions of years.A number of rare plants and animals live on the peaks at the upper rim of the Cirque de Gavarnie, protected on both the French and the Spanish sides by national parks. Martagon lilies grow in the pine forests. Saxifraga and other tiny alpine flowers cling to the rock faces. Chamois, a type of mammal similar to goats or antelope, live among the crags.",118001,4276836,1,Wikipédia : Cirque de Gavarnie,Wikipédia : Cirque de Gavarnie
"La Coupole, Centre d'Histoire et Planétarium 3D",La Coupole,museum,nord,"[50.7063653,2.24134370000002]",www.lacoupole-france.com,"Rue André Clabaux, 62570 Wizernes","La coupole d'Helfaut-Wizernes, ou coupole d'Helfaut, est un bunker de la Seconde Guerre mondiale, aujourd'hui centre d'histoire et de mémoire, situé dans la commune d'Helfaut, près de Saint-Omer (département du Pas-de-Calais). De noms de code Bauvorhaben 21 et Schotterwerk Nordwest, il fut construit par l'Allemagne nazie entre 1943 et 1944 pour servir de base de lancement pour les fusées V2 visant Londres et le Sud de l'Angleterre.
La structure la plus importante de ce complexe, construit dans une ancienne carrière de craie, est un immense dôme de béton d'où est issu son nom moderne. Cette coupole fut bâtie au-dessus d'un réseau de tunnels, d'entrepôts, d'installations de lancement et de casernes. Le complexe était conçu pour abriter un grand arsenal de fusées, de carburant et de munitions et devait permettre de lancer des V2 à une cadence industrielle. Il était prévu que des dizaines de missiles seraient tirés chaque jour contre le Sud de l'Angleterre.
Néanmoins les intenses bombardements alliés dans le cadre de l'opération Crossbow empêchèrent les Allemands de terminer les travaux et le complexe n'entra jamais en service. Il fut capturé par les Alliés en septembre 1944, partiellement démoli sur ordre de Winston Churchill pour empêcher sa réutilisation comme base militaire, puis abandonné. Le site resta délaissé jusqu'au milieu des années 1990. En 1997, il fut transformé en musée et ouvert au public. Les expositions dans les tunnels et sous le dôme sont centrées autour de trois axes : l'occupation dans le Nord-Pas-de-Calais, les missiles allemands et l'histoire du vol spatial.","La Coupole (English: The Dome), also known as the Coupole d'Helfaut-Wizernes and originally codenamed Bauvorhaben 21 (Building Project 21) or Schotterwerk Nordwest (Northwest Gravel Works), is a Second World War bunker complex in the Pas-de-Calais department of northern France, about 5 kilometres (3.1 mi) from Saint-Omer, and some 14.4 kilometers (8.9 miles) south-southeast from the less developed Blockhaus d'Eperlecques V-2 launch installation in the same area. It was built by the forces of Nazi Germany between 1943 and 1944 to serve as a launch base for V-2 rockets directed against London and southern England, and is the earliest known precursor to modern underground missile silos still in existence.
Constructed in the side of a disused chalk quarry, the most prominent feature of the complex is an immense concrete dome, to which its modern name refers. It was built above a network of tunnels housing storage areas, launch facilities and crew quarters. The facility was designed to store a large stockpile of V-2s, warheads and fuel and was intended to launch V-2s on an industrial scale. Dozens of missiles a day were to be fuelled, prepared and launched in rapid sequence against London and southern England.Following repeated heavy bombing by Allied forces during Operation Crossbow, the Germans were unable to complete the construction works and the complex never entered service. It was captured by the Allies in September 1944, partially demolished on the orders of Winston Churchill to prevent its reuse as a military base, and then abandoned. It remained derelict until the mid-1990s. In 1997 it opened to the public for the first time, as a museum. Exhibits in the tunnels and under the dome tell the story of the German occupation of France during World War II, the V-weapons and the history of space exploration.",304538,801691,1,Wikipédia : Coupole d'Helfaut,Wikipédia : La Coupole
Wambrechies,Wambrechies,city,nord,"[50.68752,3.05237699999998]",,59118 Wambrechies,"Wambrechies est une commune française située dans le département du Nord, en région Hauts-de-France. Elle fait partie de la Métropole européenne de Lille.",Wambrechies (Dutch: Wemmersijs) is a commune in the Nord department in northern France. It has a population of around 8500 inhabitants.,96714,8089458,1,Wikipédia : Wambrechies,Wikipédia : Wambrechies
Maroilles,"Maroilles, Nord",city,nord,"[50.134723,3.76057400000002]",,59550 Maroilles,"Maroilles est une commune française située dans le département du Nord (59), en région Hauts-de-France.
L'ancienne abbaye de Maroilles a donné son nom à un fromage : le maroilles.",Maroilles is a commune in the Nord department in northern France.,31552,13819938,1,Wikipédia : Maroilles (Nord),"Wikipédia : Maroilles, Nord"
Bourges,Bourges,city,centre,"[47.081012,2.39878199999998]",Festival Printemps de Bourges,18000 Bourges,"Bourges (prononcé [buʁʒ]) est une commune française, préfecture du département du Cher. Avec 65 555 habitants en 2016, il s'agit de la commune la plus peuplée du département. Au centre d'une aire urbaine de 140 350 habitants (la 62e de France), Bourges est la troisième commune la plus peuplée de la région Centre-Val de Loire, après Tours et Orléans, et devant Blois, Châteauroux et Chartres.
Elle est aussi la capitale historique du Berry, province de l'Ancien Régime correspondant approximativement aux départements actuels de l’Indre et du Cher.
Ses habitants sont appelés les Berruyers.","Bourges (French pronunciation: [buʁʒ] (listen)) is a city in central France on the Yèvre river. It is the capital of the department of Cher, and also was the capital of the former province of Berry.",10304,82132,1,Wikipédia : Bourges,Wikipédia : Bourges
Grande Braderie De Lille,Braderie de Lille,event,nord,"[50.6299226,3.07269180000003]",,59800 Lille,"La braderie de Lille est une manifestation populaire qui se déroule chaque année à Lille (Nord, France), le week-end du premier dimanche de septembre. Ses origines remontent au XIIe siècle et elle accueille chaque année entre deux et trois millions de visiteurs. La braderie de Lille est l'un des plus grands rassemblements de France et le plus grand marché aux puces d'Europe.
La braderie est issue de la foire attestée dès 1127 et a de nombreuses fois changé de forme, de nom, de date et de conception tout au long de son existence. Elle s'est étalée sur un seul jour comme sur plusieurs ; elle a été ouverte aux Lillois comme aux étrangers à la ville. Au cours de son histoire, la braderie de Lille a également porté le nom de Foire de Lille, Franche foire, Fête aux loques.
Au-delà de la braderie proprement dite et de ses 100 km d'étalage pour 10 000 exposants, cet événement est également entouré de concerts, d'une foire aux manèges, d'une restauration accrue dans la ville (stands mobiles divers ainsi que le plat traditionnel des moules-frites dans les restaurants), d'un semi-marathon qui la précède, et est l'occasion pour beaucoup (notamment pour la population étudiante de Lille) de faire la fête toute la nuit dans la ville et dans ses nombreux bars.","The Lille Braderie (French: Braderie de Lille) is a braderie, or annual street market/flea market, that takes place on the weekend of the first Sunday of September in Lille, France. The event dates back to the 12th century and claims to be the largest such event in Europe with over 10,000 sellers and several million attendees.The 2016 market was cancelled due to security fears because of recent terrorism in France.  The mayor stated that they ""could not guarantee the safety of the more than 2 million visitors who show up for the street fair""",305472,43748929,1,Wikipédia : Braderie de Lille,Wikipédia : Braderie de Lille
Châteaudun,Châteaudun,historical,centre,"[48.070369,1.32769600000006]",www.ville-chateaudun.com,28200 Châteaudun,"Châteaudun est une commune française, chef-lieu d'arrondissement d'Eure-et-Loir dans la région Centre-Val de Loire.
Située au sud-ouest du Bassin parisien, la ville est arrosée par le Loir.",Châteaudun (French pronunciation: ​[ʃɑtodœ̃]) is a commune in the Eure-et-Loir department in northern France. It is a sub-prefecture of the department.,122975,1832396,1,Wikipédia : Châteaudun,Wikipédia : Châteaudun
Site de Saint Nazaire,Sarroux-Saint Julien,nature,limousin,"[45.4149725,2.38728909999998]",,"19110 Sarroux - St Julien, France","Sarroux - Saint Julien est, depuis le 1er janvier 2017, une commune nouvelle française située dans le département de la Corrèze en région Nouvelle-Aquitaine. Ses habitants sont appelés les Sarrousiennes et Sarrousiens.
La commune nouvelle regroupe les communes de Sarroux et de Saint-Julien-près-Bort, qui deviennent des communes déléguées, le 1er janvier 2017. Son chef-lieu se situe à Sarroux.","Sarroux-Saint Julien is a commune in the department of Corrèze, south-central France. The municipality was established on 1 January 2017 by merger of the former communes of Sarroux (the seat) and Saint-Julien-près-Bort.",10116892,53357129,1,Wikipédia : Sarroux - Saint Julien,Wikipédia : Sarroux-Saint Julien
Castelnaudary,Castelnaudary,city,languedoc,"[43.317118,1.95333000000005]",www.ville-castelnaudary.fr,11400 Castelnaudary,"Castelnaudary est une commune française, située dans le département de l'Aude en région Occitanie.
Ses habitants sont appelés les Chauriens et les Chauriennes.
Castelnaudary se rattache à l'ancienne province du Lauragais, berceau du catharisme. La ville est connue pour son cassoulet, dont elle se proclame la capitale mondiale, et qui est célébré chaque année en août depuis 2000.","Castelnaudary (Occitan: Castèlnòu d'Arri) is a commune in the Aude department in the Occitanie region in south France. It is in the former province of the Lauragais and famous for cassoulet of which it claims to be the world capital, and of which it is a major producer.",1775876,1420538,1,Wikipédia : Castelnaudary,Wikipédia : Castelnaudary
Cap Blanc Nez,Cap Blanc-Nez,nature,nord,"[50.925419,1.70692299999996]",,62231 Sangatte,"Le cap Blanc-Nez est un cap situé à Escalles dans le Pas-de-Calais, à 10 km de la ville de Calais et environ 25 km de Boulogne-sur-Mer. Il s'agit de la falaise la plus septentrionale de France.
Il est constitué de falaises escarpées, constituées de craie et de marne. Ces falaises s'élèvent jusqu'à 134 m de haut (151 m selon le Conservatoire du littoral) au-dessus d'un estran rocheux.
Il forme, avec le cap Gris-Nez situé 10 km plus au sud, le Grand Site des Deux Caps, labellisé Grand Site de France depuis 2011. Cet ensemble est l'un des sites emblématiques du parc naturel régional des caps et marais d'Opale, et l'un des plus attractifs du nord de la France (2,5 millions de visiteurs par an).  
La falaise supporte une lande herbeuse, d'une qualité liée au sol et aux vents et embruns salés. Ces pelouses herbeuses sont entourées de grandes cultures et sont localement marquées par des séquelles de guerre (cratères de bombes de la Seconde Guerre mondiale).
C'est un point de vue stratégique de la région, où par temps clair on peut observer distinctement les falaises de Douvres qui marquent les côtes anglaises de l'autre côté du pas de Calais, les ferrys qui font la navette entre Calais et Douvres, l'important trafic maritime passant par le détroit, mais aussi le cap Gris-Nez et la baie de Wissant à l'ouest, la plaine flamande au nord, et les collines du Boulonnais au sud-est.
L'orthographe actuelle n'est pas conforme aux anciennes dénominations.  Au XVIIe siècle, on l'appelait le Blannest. Si la première partie du nom désigne bien la couleur, la seconde partie -ness ou -nes est issue du vieux saxon naes qui signifie promontoire.","Cap Blanc-Nez (literally ""Cape White Nose"" in English; from Dutch Blankenesse, white headland) is a cape on the Côte d'Opale, in the Pas-de-Calais département, in northern France. The cliffs of chalk are very similar to the white cliffs of Dover at the other side of the Channel in England. Cap Blanc-Nez does not protrude into the sea like a typical cape, but is a high point where a chalk ridge has been truncated by the sea, forming a cliff that is topped by the obelisk of the Dover Patrol Monument, commemorating the Dover Patrol which kept the Channel free from U-boats during World War I.
Cap Blanc-Nez was a vital measuring point for the eighteenth-century trigonometric survey linking the Paris Observatory with the Royal Greenwich Observatory. Sightings were made across the English Channel to Dover Castle and Fairlight Windmill on the South Downs. This Anglo-French Survey was led in England by General William Roy.
Some miles away to the southwest of Cap Blanc-Nez is the taller Cap Gris-Nez.",346557,4271498,3,Wikipédia : Cap Blanc-Nez,Wikipédia : Cap Blanc-Nez
Cassel,"Cassel, Nord",city,nord,"[50.8000619,2.48623499999997]",,59670 Cassel,"Cassel (Kassel en flamand occidental/néerlandais) est une commune française située dans le département du Nord, en région Hauts-de-France.","Cassel (Dutch: Kassel) is a commune in the Nord départment in northern France. Built on a prominent hill overlooking French Flanders, the town has existed since Roman times. It was developed by the Romans into an important urban centre and was the focus of a network of roads, which are still in use today, that converge on the hill. After the fall of the Roman Empire, Cassel became an important fortified stronghold for the rulers of Flanders which was repeatedly fought over before finally being annexed to France in the 17th century. It was the headquarters of Marshal Ferdinand Foch during part of the First World War. In 1940, during the German invasion of France, Cassel was the scene of a fierce three-day battle between British forces (led in part by Major Ronald Cartland, MP) and German forces which resulted in much of the town being destroyed.
Today the town, which was rebuilt following the war, is a popular destination for visitors to French Flanders. It is renowned for its extensive views from the summit of Mont Cassel and is the location of the Nord départment's principal museum of local art, history and folklore. It is also the home of the legendary giants Reuze-Papa and Reuze-Maman, which are paraded in effigy each Easter during the town's annual carnival.",178474,356252,1,Wikipédia : Cassel (Nord),"Wikipédia : Cassel, Nord"
Bergues,Bergues,city,nord,"[50.968519,2.43332399999997]",,59380 Bergues,"Bergues, anciennement Bergues-Saint-Winoc, est une commune française, située dans le département du Nord en région Hauts-de-France. Historiquement, la ville et ses alentours ont appartenu au comté de Flandre et relèvent de la zone linguistique flamande. 
Bergues est notamment connue depuis 2008 pour avoir accueilli le tournage du film Bienvenue chez les Ch'tis de Dany Boon.","Bergues (Dutch: Sint-Winoksbergen; West Flemish: Bergn) is a commune in the Nord department in northern France.
It is situated 9 kilometres (5.6 mi) to the south of Dunkirk and 15 kilometres (9.3 mi) from the Belgian border. Locally it is referred to as ""the other Bruges in Flanders"". Bergues is a setting for the 2008 movie Welcome to the Sticks (French original title Bienvenue chez les Ch'tis).",155078,3156915,1,Wikipédia : Bergues,Wikipédia : Bergues
"LaM, Lille Métropole Musée d'art moderne, d'art contemporain et d'art brut","Lille Métropole Museum of Modern, Contemporary and Outsider Art",museum,nord,"[50.6376438,3.15028050000001]",www.musee-lam.fr,"1 Allée du Musée, 59650 Villeneuve-d'Ascq","Lille Métropole Musée d'art moderne, d'art contemporain et d'art brut (LaM), anciennement musée d'Art moderne de Villeneuve-d'Ascq puis musée d'Art moderne Lille Métropole, est un musée français situé au cœur du parc urbain de Villeneuve-d'Ascq dans la métropole lilloise, dans la région Hauts-de-France.
Seul musée en Europe à présenter simultanément les principales composantes de l’art des XXe et XXIe siècles, l'art moderne, l'art contemporain et l'art brut, son histoire se confond avec celle des donations reçues par la communauté urbaine de Lille. Conçu dans les années 1970, dans le cadre de la politique nationale d'aménagement des villes nouvelles, le musée est créé au début des années 1980 pour présenter les collections de Roger Dutilleul et de son neveu et héritier Jean Masurel reçues en donation par la communauté urbaine en 1979. Le musée reçoit ensuite plusieurs fonds, dont le legs de la bibliothèque de Dominique Bozo en 1994, avant de recueillir la collection d'art brut de l'Aracine en 1999. De 2006 à 2010, le musée est alors restructuré et étendu afin de la présenter au public. 
Fortes de plus de 6 700 références, les collections du musée comprennent notamment 4 500 dessins et estampes, plus d'un millier de sculptures et objets, près de 500 peintures et une vingtaine d'installations d'art contemporain. Elles comptent plusieurs œuvres d'artistes majeurs, parmi lesquels Pablo Picasso, Georges Braque, Fernand Léger, Amedeo Modigliani, Paul Klee, Joan Miró ou Alexander Calder, et comprennent la plus importante collection publique d'art brut présentée en France. 
Ouvert sur un parc de sculptures de deux hectares, le LaM possède également un espace d'expositions temporaires, une bibliothèque de 40 000 ouvrages, des ateliers pédagogiques, un auditorium, un bar restaurant et une librairie.
Le bâtiment lui-même, conçu par l'architecte Roland Simounet, a été inscrit à l'inventaire des monuments historiques en 2000.","The Lille Métropole Museum of Modern, Contemporary and Outsider Art (LaM), formerly known as Villeneuve d'Ascq Museum of Modern Art, is an art museum in Villeneuve d'Ascq, France.
With more than 4,500 artworks on a 4,000-square-metre (43,000 sq ft) exhibition area, the LaM is the only museum in Europe to present simultaneously the main components of the 20th and 21st centuries art : modern art, contemporary art and outsider art. LaM's holdings include some masterpieces of Pablo Picasso, Amedeo Modigliani, Joan Miró, Georges Braque, Fernand Léger, Alexander Calder and the biggest outsider art collection in France. LaM possesses also a library and a rich park of sculptures.
The museum's collection offers an overview in modern and contemporary art, including drawings, painting, sculpture, photography, prints, illustrated books and artist's books, and electronic media.",1564479,28991222,1,"Wikipédia : Lille Métropole - musée d'Art moderne, d'Art contemporain et d'Art brut","Wikipédia : Lille Métropole Museum of Modern, Contemporary and Outsider Art"
Beffroi Saint-Éloi de Dunkerque,,historical,nord,"[51.0356206,2.37618369999996]",beffroi-dunkerque.fr,"Rue de l'Amiral Ronarc'h, 59140 Dunkerque",Le beffroi de Dunkerque est un monument français du XVe siècle classé monument historique depuis 1840. Le beffroi est aussi inscrit au patrimoine mondial de l'UNESCO au titre des beffrois de Belgique et de France depuis 2005. Il a été construit aux alentours de 1440 en lieu et place d'une ancienne tour de guet.,,6097379,,1,Wikipédia : Beffroi de Dunkerque,
Arras,Arras,city,nord,"[50.291002,2.77753499999994]",,62000 Arras,"Arras [aʁɑːs] est une commune française située dans le département du Pas-de-Calais en région Hauts-de-France.
Capitale historique et administrative du département du Pas-de-Calais, au cœur de la zone économique agroalimentaire la plus étendue au nord de Paris, chef-lieu du Pas-de-Calais, Arras n'est pourtant, avec ses 41 000 habitants, que la troisième ville la plus peuplée du département après Calais et Boulogne-sur-Mer. Elle est le siège de la communauté urbaine d'Arras, qui regroupe 108 000 habitants sur 46 communes. Avec les villes de l'ancien bassin minier situé un peu plus au nord, elle est directement sous l'influence de l'« aire métropolitaine de Lille », ensemble métropolitain de près de 3,8 millions d'habitants dont le centre, la ville de Lille, ne se trouve qu'à 45 km.
Historiquement, Arras était sous l'Ancien Régime la capitale de la province d'Artois, un grand centre religieux et une cité prospère connue pour ses fabrications drapières. Ville universitaire, Arras se caractérise aujourd'hui par sa grande jeunesse : en effet, 33 % des habitants de l’agglomération ont moins de 25 ans. Elle est également célèbre pour son Main Square Festival qui se tient chaque année en juillet et qui est devenu un événement musical majeur en France.
Arras est réputée pour ses deux magnifiques places baroques qui forment un ensemble architectural unique au monde, son beffroi et sa Citadelle, tous deux classés au patrimoine mondial de l'UNESCO. Avec 225 édifices protégés au titre des monuments historiques, Arras est la ville avec la densité de monuments la plus importante de France.","Arras ( ARR-əss, French: [aʁɑs] (listen); Picard: Aro; Dutch: Atrecht [ˈaːtrɛxt] (listen)) is the capital (chef-lieu/préfecture) of the Pas-de-Calais department, which forms part of the region of Hauts-de-France; prior to the reorganization of 2014 it was located in Nord-Pas-de-Calais. The historic centre of the Artois region, with a Baroque town square, Arras is located in Northern France at the confluence of the Scarpe river and the Crinchon River.The Arras plain lies on a large chalk plateau bordered on the north by the Marqueffles fault, on the southwest by the Artois and Ternois hills, and on the south by the slopes of Beaufort-Blavincourt. On the east it is connected to the Scarpe valley.
Established during the Iron Age by the Gauls, the town of Arras was first known as Nemetocenna, which is believed to have originated from the Celtic word nemeton, meaning 'sacred space'.
Saint Vedast (or St. Vaast) was the first Catholic bishop in the year 499 and attempted to eliminate paganism among the Franks. By 843, Arras was seat of the County of Artois which became part of the Royal domain in 1191.
The first mention of the name Arras appeared in the 12th century. Some hypothesize it is a contraction of Atrebates, a Belgic tribe of Gaul and Britain that used to inhabit the area. The name Atrebates could have successively evolved to become Atrades, Atradis, Aras and finally Arras. Others believe it comes from the Celtic word Ar, meaning 'running water', as the Scarpe river flows through Arras. Louis XIII reconquered Arras in 1640; the town officially became part of France in 1659.
Arras is Pas-de-Calais’ third most populous town after Calais and Boulogne-sur-Mer. The town counted 43,693 residents in 2012, with the Arras metropolitan area having a population of 124,200. Arras is located 182 kilometers (113 miles) north of Paris and can be reached in 2 hours by car and in 50 minutes by TGV. It is the historic center of the former Artois province. Its local speech is characterized as a patois. The city of Arras is well known for its architecture, culture, and history. It was once part of the Spanish Netherlands, a portion of the Low Countries controlled by Spain from 1556 to 1714.
Each year Arras attracts thousands of visitors, who explore the city's architecture and historic buildings. Some famous attractions include the splendid Town Hall and its Belfry (listed as an UNESCO World Heritage Site since 15 July 2005), the ""Boves"" (a maze 10 m (33 ft) beneath the city), the Squares (La Place des Héros and La Grand'Place), the Art District (the Theatre of Arras and the Hôtel de Guînes), the Abbey District (The Saint-Vaast Abbey and the Cathedral of Arras), the Vauban Citadel, and the Nemetacum site (the ancient town founded by the Romans 2000 years ago). The Canadian National Vimy Memorial is just outside the town.
Unlike many French words, the final s in the name Arras should be pronounced.",2699384,105054,3,Wikipédia : Arras,Wikipédia : Arras
Nausicaa Centre National De La Mer,Nausicaä Centre National de la Mer,museum,nord,"[50.7308262,1.59480259999998]",www.nausicaa.fr,"Boulevard Sainte-Beuve, 62200 Boulogne-sur-Mer","Nausicaá, le centre national de la mer, est un centre de découverte de l'environnement marin, ouvert en 1991 à Boulogne-sur-Mer dans le nord de la France.
Avec plus de 600 000 visiteurs par an, il s'agit du deuxième site touristique le plus fréquenté au nord de Paris après le Parc Astérix).
Le complexe se décompose en deux grands parcours, l'exposition historique « Des rivages et des Hommes » et l'exposition « Voyage en haute mer » inaugurée en mai 2018 avec son bassin de 10 000 m3 s'attachant à reconstituer l'écosystème de l'île de Malpelo (qui en fait le « plus grand aquarium d'Europe »),,,,, ainsi que plusieurs petites expositions permanentes et temporaires.","Nausicaā Centre National de la Mer (French pronunciation: ​[nozika.a sɑ̃tʁə nasjɔnal d(ə) la mɛʁ]) is a public aquarium located in Boulogne-sur-Mer in France. It is the largest public aquarium of Europe.Nausicaa is described as a center of scientific and technical discovery of the marine environment, focusing primarily on the relationship between man and the sea.",1083335,15394171,1,Wikipédia : Nausicaá - Centre national de la mer,Wikipédia : Nausicaä Centre National de la Mer
